,amount,transaction_time,location,customer_age,card_type,purchase_category
8291,8467.79,21811,32,22,0,0
8292,3103.1,21812,45,61,1,3
8293,7956.07,21813,34,62,1,5
8294,3080.46,21814,41,53,2,4
8295,2583.7,21815,15,40,0,1
8296,7111.1,21816,33,62,0,1
8297,3186.7,21817,28,59,3,4
8298,9644.01,21818,18,43,0,5
8299,6569.92,21819,23,57,0,0
8300,4826.8,21820,1,24,0,4
8301,6190.54,21821,41,62,1,3
8302,8505.7,21822,1,22,0,1
8303,978.36,21823,19,63,1,0
8304,527.78,21824,37,64,2,5
8305,4907.02,21825,35,48,3,3
8306,1972.53,21826,20,70,3,2
8307,1703.89,21827,3,52,1,5
8308,4968.33,21828,28,23,0,5
8309,9707.11,21829,46,50,2,0
8310,630.48,21830,33,53,1,5
8311,4196.25,21831,21,49,1,1
8312,7578.12,21832,18,69,2,2
8313,7620.33,21833,21,39,1,0
8314,1801.59,21834,23,68,3,3
8315,459.44,21835,42,50,3,4
8316,6953.15,21836,21,66,0,1
8317,8334.93,21837,45,23,2,1
8318,7444.67,21838,28,41,2,5
8319,5842.45,21839,19,53,3,3
8320,7225.11,21840,21,55,3,2
8321,5911.96,21841,37,68,0,3
8322,5161.21,21842,40,25,0,4
8323,1941.83,21843,6,51,1,0
8324,4601.62,21844,39,58,3,1
8325,1906.87,21845,32,45,1,5
8326,7320.31,21846,24,26,0,3
8327,8105.55,21847,44,33,1,0
8328,8519.32,21848,28,56,3,4
8329,3111.98,21849,44,31,3,3
8330,8467.82,21850,32,47,0,2
8331,2873.25,21851,22,51,3,4
8332,6093.25,21852,15,35,3,5
8333,7799.51,21853,36,21,2,1
8334,4938.89,21854,30,50,0,4
8335,266.47,21855,21,59,0,4
8336,7500.43,21856,8,47,1,5
8337,5350.11,21857,20,22,2,3
8338,8661.35,21858,26,54,2,4
8339,7746.92,21859,30,41,1,5
8340,3158.98,21900,30,48,3,2
8341,666.23,21901,6,23,1,0
8342,9687.12,21902,5,40,2,0
8343,61.33,21903,22,43,0,1
8344,8371.04,21904,16,29,1,3
8345,4141.25,21905,5,66,3,4
8346,771.4,21906,39,24,1,4
8347,7572.99,21907,25,18,2,2
8348,722.21,21908,9,21,1,2
8349,4717.46,21909,22,19,2,4
8350,350.82,21910,37,34,3,5
8351,9189.99,21911,20,49,0,5
8352,5578.06,21912,2,63,2,2
8353,7814.68,21913,8,68,3,5
8354,3579.23,21914,49,22,3,4
8355,4838.38,21915,17,68,2,4
8356,2396.53,21916,48,54,1,5
8357,6577.53,21917,33,66,2,4
8358,8640.14,21918,40,36,2,0
8359,5934.96,21919,7,20,2,5
8360,793.79,21920,7,45,3,5
8361,3523.24,21921,1,59,0,1
8362,1933.93,21922,9,39,0,4
8363,2565.37,21923,29,45,3,2
8364,6054.14,21924,39,51,2,1
8365,743.01,21925,24,39,3,3
8366,7949.91,21926,25,69,2,0
8367,5093.75,21927,4,55,0,5
8368,3449.69,21928,17,20,3,0
8369,5450.64,21929,15,69,3,2
8370,799.75,21930,47,21,1,1
8371,7368.69,21931,27,30,0,1
8372,963.41,21932,28,46,1,4
8373,8953.02,21933,9,18,1,3
8374,4524.4,21934,45,52,0,3
8375,2719.77,21935,32,44,2,1
8376,8009.66,21936,48,22,1,5
8377,3930.08,21937,34,37,2,1
8378,3663.8,21938,28,45,1,0
8379,6026.75,21939,19,31,3,2
8380,1178.56,21940,43,55,2,3
8381,3989.73,21941,18,23,2,1
8382,6469.66,21942,46,21,1,4
8383,8214.37,21943,5,27,2,2
8384,36.9,21944,1,68,2,3
8385,2857.71,21945,31,47,1,1
8386,5882.44,21946,12,58,3,0
8387,8923.68,21947,11,36,3,2
8388,8013.58,21948,18,29,0,4
8389,7171.08,21949,7,31,0,1
8390,3196.14,21950,16,48,2,5
8391,3124.46,21951,24,68,2,1
8392,5400.37,21952,3,50,0,3
8393,9847.27,21953,8,30,2,4
8394,9944.67,21954,23,46,3,5
8395,2493.96,21955,18,59,2,5
8396,9231.96,21956,5,45,3,4
8397,7121.31,21957,32,26,2,4
8398,1504.62,21958,29,33,1,1
8399,823.53,21959,15,25,1,3
8400,5400.88,22000,24,64,3,0
8401,6812.92,22001,43,35,1,1
8402,5889.78,22002,1,48,3,2
8403,3942.63,22003,18,18,2,5
8404,1611.58,22004,37,23,2,3
8405,9398.32,22005,39,27,0,0
8406,7316.54,22006,27,43,3,4
8407,2393.09,22007,13,61,1,0
8408,3723.75,22008,22,19,1,1
8409,8209.47,22009,0,65,1,3
8410,5551.28,22010,23,41,3,4
8411,6848.08,22011,49,44,2,5
8412,2794.22,22012,29,63,1,4
8413,9721.3,22013,38,62,0,1
8414,7439.99,22014,40,28,3,1
8415,6604.11,22015,12,57,1,0
8416,5346.44,22016,6,26,2,2
8417,134.35,22017,26,43,1,5
8418,3923.5,22018,36,42,0,3
8419,1582.9,22019,40,55,3,4
8420,6981.17,22020,39,28,3,5
8421,914.52,22021,15,32,0,0
8422,9013.94,22022,27,42,3,0
8423,2832.02,22023,45,26,2,2
8424,4378.92,22024,0,21,3,3
8425,6007.13,22025,11,24,1,5
8426,8670.85,22026,31,32,1,2
8427,7226.53,22027,34,36,3,5
8428,3432.03,22028,31,27,2,0
8429,4181.06,22029,26,24,2,5
8430,2008.87,22030,20,34,1,3
8431,9326.08,22031,20,63,2,1
8432,6052.97,22032,38,50,0,1
8433,4689.54,22033,39,70,2,3
8434,2643.83,22034,30,49,3,4
8435,216.44,22035,2,45,2,5
8436,9079.75,22036,39,32,2,0
8437,9001.03,22037,9,19,1,5
8438,7623.25,22038,36,27,3,4
8439,8405.91,22039,13,63,0,5
8440,4878.95,22040,39,55,1,1
8441,5060.84,22041,11,50,0,2
8442,9649.9,22042,13,43,2,3
8443,5588.31,22043,44,26,0,1
8444,9924.08,22044,9,50,2,4
8445,435.18,22045,34,25,1,5
8446,1690.19,22046,11,23,2,3
8447,9790.69,22047,12,53,2,0
8448,7159.23,22048,26,19,2,1
8449,5998.86,22049,43,30,3,0
8450,6155.19,22050,23,25,1,5
8451,5413.11,22051,42,55,2,0
8452,7231.63,22052,6,43,0,3
8453,6930.63,22053,15,62,1,4
8454,8858.4,22054,41,51,3,2
8455,2828.65,22055,32,52,3,5
8456,2231.35,22056,25,39,0,1
8457,927.84,22057,16,30,1,5
8458,6810.69,22058,9,41,2,3
8459,9105.58,22059,6,55,2,3
8460,8109.46,22100,10,22,3,2
8461,3791.94,22101,13,30,1,2
8462,971.52,22102,7,65,1,5
8463,5375.77,22103,17,40,3,0
8464,5539.91,22104,10,50,3,1
8465,5613.16,22105,34,29,0,2
8466,3435.67,22106,30,61,1,5
8467,8005.42,22107,18,45,1,0
8468,2417.28,22108,47,33,3,2
8469,6584.81,22109,40,49,3,0
8470,1123.27,22110,33,64,0,5
8471,6565.42,22111,25,36,3,1
8472,333.16,22112,25,46,2,0
8473,9942.01,22113,41,51,3,5
8474,7989.22,22114,30,51,0,1
8475,6725.64,22115,32,62,0,4
8476,1597.73,22116,35,51,1,3
8477,190.71,22117,21,27,3,3
8478,2266.64,22118,23,37,2,4
8479,9050.79,22119,1,39,3,3
8480,6784.42,22120,1,61,2,5
8481,4765.73,22121,2,57,1,5
8482,9520.21,22122,1,25,2,2
8483,3639.95,22123,39,56,0,4
8484,2792.37,22124,20,51,1,3
8485,4807.67,22125,12,49,0,3
8486,6985.26,22126,17,52,0,5
8487,7901.69,22127,41,25,1,1
8488,8636.8,22128,38,64,2,5
8489,6792.17,22129,46,31,2,5
8490,6792.33,22130,43,31,1,1
8491,1384.49,22131,13,54,1,4
8492,6409.32,22132,7,25,3,3
8493,1974.9,22133,7,68,1,1
8494,4443.49,22134,22,49,2,3
8495,644.6,22135,0,27,2,0
8496,3910.11,22136,1,30,1,3
8497,743.55,22137,25,66,1,0
8498,6179.69,22138,0,26,1,4
8499,3396.2,22139,49,53,3,3
8500,2446.37,22140,23,51,1,0
8501,2730.27,22141,45,28,2,0
8502,8765.23,22142,16,59,0,0
8503,4864.32,22143,42,66,3,1
8504,3880.98,22144,33,32,2,5
8505,4087.66,22145,24,57,1,2
8506,8729.07,22146,19,29,3,0
8507,1806.22,22147,34,63,1,2
8508,3273.9,22148,24,62,0,3
8509,7591.85,22149,43,47,1,3
8510,3765.51,22150,39,38,0,1
8511,37.73,22151,20,37,3,1
8512,2328.57,22152,39,23,1,5
8513,145.96,22153,30,67,0,2
8514,7492.91,22154,7,31,2,1
8515,745.99,22155,28,51,1,4
8516,5350.86,22156,39,48,1,3
8517,174.27,22157,22,21,2,5
8518,3745.96,22158,13,41,2,4
8519,8131.42,22159,47,38,1,1
8520,9073.09,22200,8,36,0,0
8521,69.32,22201,15,69,1,4
8522,9069.43,22202,7,36,3,1
8523,5174.2,22203,29,19,0,4
8524,493.7,22204,17,69,0,4
8525,9281.98,22205,36,39,2,0
8526,527.82,22206,32,62,0,4
8527,2372.68,22207,38,37,1,5
8528,3968.3,22208,0,49,1,4
8529,2394.67,22209,48,38,1,1
8530,8294.06,22210,20,40,1,0
8531,3715.94,22211,27,30,0,4
8532,1301.36,22212,44,29,2,4
8533,5313.71,22213,1,36,0,4
8534,6414.3,22214,43,25,0,5
8535,6473.32,22215,22,30,2,3
8536,4295.06,22216,25,44,1,4
8537,8375.82,22217,14,57,3,2
8538,6242.2,22218,0,20,2,3
8539,5881.81,22219,33,69,1,3
8540,119.38,22220,11,48,0,0
8541,2171.39,22221,18,20,0,2
8542,447.58,22222,34,68,2,0
8543,1191.47,22223,45,28,2,2
8544,1657.44,22224,34,64,1,1
8545,8056.89,22225,38,59,3,4
8546,2380.2,22226,46,37,0,2
8547,297.84,22227,15,55,2,1
8548,3654.72,22228,16,57,0,3
8549,242.82,22229,27,25,0,0
8550,2630.3,22230,15,35,0,3
8551,1589.22,22231,30,61,3,5
8552,2008.31,22232,6,24,2,5
8553,9428.15,22233,31,18,0,3
8554,7572.19,22234,37,62,1,1
8555,5688.55,22235,2,48,1,4
8556,6964.18,22236,1,24,3,3
8557,3673.01,22237,8,48,2,1
8558,8576.11,22238,8,70,3,3
8559,5749.04,22239,13,53,1,3
8560,8245.55,22240,15,47,2,5
8561,9692.07,22241,20,50,0,2
8562,426.18,22242,14,54,3,3
8563,6236.58,22243,3,44,1,3
8564,5339.13,22244,5,49,3,4
8565,439.55,22245,3,66,3,0
8566,8631.77,22246,49,40,2,1
8567,4640.05,22247,47,65,1,1
8568,9173.14,22248,12,31,1,0
8569,9475.75,22249,42,62,2,1
8570,9345.1,22250,28,42,2,0
8571,6619.25,22251,34,18,0,5
8572,2585.32,22252,12,18,3,0
8573,2740.81,22253,9,35,2,0
8574,6305.34,22254,45,67,3,4
8575,9518.67,22255,46,38,0,2
8576,448.01,22256,4,66,2,4
8577,2865.44,22257,34,37,1,1
8578,5572.8,22258,45,39,0,2
8579,6053.7,22259,30,49,3,5
8580,6937.92,22300,30,56,2,4
8581,9258.03,22301,16,36,1,0
8582,2259.04,22302,36,26,3,3
8583,914.72,22303,46,49,1,5
8584,5578.81,22304,21,41,0,0
8585,6309.91,22305,18,32,0,0
8586,1216.55,22306,30,47,3,4
8587,5484.76,22307,32,31,3,2
8588,3899.0,22308,4,47,1,1
8589,6296.21,22309,5,31,3,1
8590,5298.63,22310,33,28,1,2
8591,2841.1,22311,7,43,3,4
8592,8391.29,22312,29,62,1,3
8593,2837.07,22313,46,54,2,2
8594,3308.41,22314,13,40,2,1
8595,9803.71,22315,20,30,3,3
8596,1577.43,22316,31,46,2,3
8597,1687.06,22317,13,27,2,3
8598,7944.08,22318,31,34,0,1
8599,3716.24,22319,22,37,3,0
8600,1242.25,22320,24,35,2,3
8601,6169.14,22321,0,54,1,2
8602,532.81,22322,15,48,0,0
8603,6997.12,22323,42,64,0,2
8604,3805.06,22324,37,25,2,1
8605,2354.99,22325,38,28,0,5
8606,8118.06,22326,43,28,3,5
8607,1034.46,22327,20,42,3,0
8608,4205.79,22328,32,55,1,2
8609,1404.0,22329,16,38,0,1
8610,5422.19,22330,40,22,1,4
8611,314.53,22331,44,36,0,1
8612,114.75,22332,0,59,0,1
8613,4494.61,22333,20,58,0,1
8614,6407.07,22334,5,33,1,0
8615,7580.12,22335,19,44,0,1
8616,9018.96,22336,48,56,1,1
8617,4066.99,22337,36,28,2,1
8618,1319.51,22338,44,20,2,2
8619,3539.66,22339,49,21,3,4
8620,9943.11,22340,27,55,3,3
8621,3666.07,22341,25,24,1,0
8622,3658.01,22342,10,67,3,3
8623,719.35,22343,22,27,0,1
8624,9549.38,22344,40,40,1,1
8625,6812.14,22345,26,63,3,2
8626,687.84,22346,36,69,0,5
8627,2311.69,22347,48,50,0,3
8628,7261.1,22348,44,41,1,4
8629,9511.77,22349,23,33,2,1
8630,4237.37,22350,4,37,0,2
8631,8091.54,22351,11,65,3,3
8632,3167.17,22352,38,21,3,3
8633,549.15,22353,17,26,1,0
8634,5270.33,22354,30,56,3,3
8635,5725.1,22355,32,49,3,0
8636,3740.46,22356,6,19,1,1
8637,1800.63,22357,27,50,1,3
8638,3029.2,22358,1,54,3,3
8639,2099.8,22359,44,40,1,0
8640,5911.4,22400,9,33,3,4
8641,3082.83,22401,13,50,0,1
8642,5676.0,22402,49,68,2,1
8643,575.58,22403,28,63,3,5
8644,3760.01,22404,21,56,1,5
8645,2649.5,22405,27,48,1,1
8646,7455.92,22406,31,19,1,4
8647,2145.8,22407,32,45,3,4
8648,6803.29,22408,43,60,2,0
8649,3205.54,22409,31,34,0,4
8650,9390.3,22410,30,20,0,0
8651,9179.83,22411,18,22,0,3
8652,5839.41,22412,49,31,1,5
8653,3199.99,22413,26,49,1,3
8654,4607.75,22414,30,35,3,5
8655,5730.97,22415,7,53,3,0
8656,7356.04,22416,0,54,0,5
8657,7587.13,22417,45,43,2,4
8658,9324.73,22418,36,49,2,3
8659,6375.88,22419,3,53,1,5
8660,5319.86,22420,29,69,1,5
8661,4352.93,22421,10,26,0,4
8662,7438.51,22422,33,45,1,3
8663,3010.44,22423,16,32,0,1
8664,7187.86,22424,1,49,0,5
8665,5811.56,22425,44,42,0,0
8666,4302.56,22426,26,56,1,0
8667,3889.55,22427,15,26,3,5
8668,1239.32,22428,33,34,1,1
8669,2358.16,22429,13,43,2,2
8670,8812.26,22430,17,22,0,1
8671,7137.7,22431,33,18,2,2
8672,4954.01,22432,29,39,1,5
8673,6275.74,22433,4,64,3,3
8674,5600.07,22434,42,54,0,0
8675,3965.92,22435,47,58,2,4
8676,9548.91,22436,30,56,2,0
8677,3748.81,22437,47,59,2,0
8678,4692.39,22438,1,33,0,3
8679,7722.25,22439,36,25,1,5
8680,9705.99,22440,19,52,1,3
8681,9938.26,22441,33,19,1,2
8682,6943.71,22442,8,36,3,4
8683,8477.17,22443,39,60,3,0
8684,8014.88,22444,41,37,1,5
8685,896.13,22445,28,67,0,4
8686,2660.94,22446,15,49,3,5
8687,8556.83,22447,42,56,0,1
8688,8059.05,22448,27,36,3,1
8689,1011.61,22449,30,19,0,3
8690,1864.23,22450,19,38,3,4
8691,265.08,22451,13,20,2,2
8692,3605.21,22452,8,69,1,1
8693,4893.8,22453,34,65,2,4
8694,2177.97,22454,29,62,0,5
8695,8504.59,22455,44,38,1,3
8696,1445.13,22456,29,68,0,2
8697,7067.62,22457,9,24,0,4
8698,6989.04,22458,9,39,3,1
8699,2134.89,22459,0,55,2,1
8700,6829.3,22500,32,35,1,3
8701,2111.23,22501,7,56,3,3
8702,9982.93,22502,28,18,2,2
8703,4054.68,22503,20,44,1,1
8704,2598.17,22504,15,66,3,5
8705,1868.57,22505,12,21,2,1
8706,5611.1,22506,23,33,2,2
8707,1342.38,22507,44,39,2,4
8708,2408.33,22508,34,44,3,1
8709,1647.02,22509,45,58,0,3
8710,3953.88,22510,3,68,0,3
8711,8040.9,22511,25,28,2,3
8712,9641.87,22512,36,47,3,5
8713,3766.86,22513,33,18,2,2
8714,8596.07,22514,38,42,3,1
8715,6530.88,22515,16,22,2,3
8716,2590.29,22516,8,19,0,5
8717,4398.57,22517,26,60,0,0
8718,9185.28,22518,23,41,0,4
8719,6223.28,22519,12,20,1,3
8720,7094.0,22520,27,21,3,4
8721,2246.11,22521,24,67,3,5
8722,5353.83,22522,22,56,1,3
8723,3388.1,22523,14,24,2,2
8724,1415.51,22524,18,49,0,2
8725,1375.24,22525,17,69,1,5
8726,6863.25,22526,1,24,1,4
8727,226.69,22527,6,57,1,0
8728,948.27,22528,11,58,2,4
8729,6890.51,22529,41,41,2,5
8730,11.33,22530,33,33,3,2
8731,4238.57,22531,16,46,1,3
8732,1897.1,22532,18,27,2,0
8733,7613.84,22533,0,53,1,1
8734,1760.12,22534,31,24,0,1
8735,2796.21,22535,36,47,1,5
8736,1391.62,22536,12,48,2,5
8737,9615.66,22537,9,65,1,1
8738,4951.49,22538,35,34,3,0
8739,715.32,22539,18,18,0,2
8740,5913.99,22540,47,53,3,2
8741,1502.01,22541,16,57,3,3
8742,6085.0,22542,0,53,0,1
8743,7998.96,22543,47,51,3,0
8744,4837.88,22544,49,37,2,5
8745,8200.58,22545,45,48,1,3
8746,8621.56,22546,38,54,1,5
8747,3289.27,22547,45,46,1,4
8748,2694.6,22548,41,41,1,5
8749,3427.54,22549,6,60,1,3
8750,8968.02,22550,14,31,1,4
8751,585.21,22551,33,22,0,0
8752,9260.55,22552,19,68,2,4
8753,3242.84,22553,18,61,2,0
8754,5688.26,22554,35,64,2,1
8755,6097.42,22555,16,25,0,2
8756,703.71,22556,17,41,1,3
8757,5515.63,22557,20,65,1,3
8758,2219.16,22558,33,36,2,5
8759,304.25,22559,16,38,1,2
8760,7169.04,22600,11,65,3,3
8761,3939.54,22601,15,22,1,3
8762,2850.62,22602,34,44,1,2
8763,2466.09,22603,11,37,0,3
8764,6737.61,22604,26,31,0,0
8765,1851.21,22605,16,65,1,5
8766,7586.1,22606,36,33,3,0
8767,9929.02,22607,16,62,2,1
8768,7249.82,22608,39,59,3,3
8769,1513.97,22609,23,55,0,4
8770,1291.53,22610,20,51,0,2
8771,4499.51,22611,14,26,0,2
8772,4673.95,22612,25,51,3,1
8773,2045.48,22613,28,52,2,1
8774,763.57,22614,30,33,0,2
8775,8868.16,22615,5,42,0,5
8776,5067.26,22616,24,68,2,1
8777,9601.3,22617,30,47,2,2
8778,9549.87,22618,39,18,1,3
8779,4024.07,22619,7,20,1,1
8780,2994.39,22620,31,55,1,3
8781,4786.64,22621,47,47,0,1
8782,9255.88,22622,32,34,3,2
8783,4435.07,22623,12,24,2,4
8784,2081.28,22624,25,70,1,1
8785,3621.45,22625,9,53,1,4
8786,2388.02,22626,6,53,1,3
8787,7977.73,22627,23,44,0,2
8788,3357.23,22628,1,53,1,1
8789,3138.79,22629,30,68,1,4
8790,6242.81,22630,31,26,3,2
8791,7963.53,22631,22,67,1,4
8792,1361.37,22632,40,53,1,5
8793,2883.76,22633,4,61,2,4
8794,7281.98,22634,13,63,3,0
8795,385.56,22635,1,49,0,3
8796,4734.44,22636,46,64,3,0
8797,7083.51,22637,39,40,2,1
8798,7281.97,22638,45,49,0,4
8799,1331.44,22639,45,24,3,3
8800,4965.63,22640,30,55,0,1
8801,194.84,22641,41,61,3,0
8802,6483.56,22642,17,52,0,2
8803,4348.95,22643,11,52,0,1
8804,7817.2,22644,31,47,0,1
8805,3674.57,22645,48,70,1,1
8806,1678.37,22646,11,29,0,4
8807,4539.9,22647,49,58,2,4
8808,1385.82,22648,23,67,1,1
8809,5696.05,22649,20,61,3,2
8810,34.18,22650,9,30,1,3
8811,9260.21,22651,25,21,2,5
8812,8305.76,22652,44,61,0,3
8813,147.8,22653,43,46,0,2
8814,409.7,22654,45,39,0,3
8815,7068.82,22655,12,62,0,2
8816,1917.19,22656,3,40,2,3
8817,5088.48,22657,8,48,1,5
8818,9821.3,22658,38,53,1,3
8819,6346.58,22659,36,44,3,0
8820,7940.66,22700,6,70,3,1
8821,9438.93,22701,2,59,0,2
8822,8831.55,22702,46,24,0,2
8823,7956.68,22703,47,42,1,2
8824,9459.18,22704,44,38,2,1
8825,7292.0,22705,35,53,1,3
8826,2834.42,22706,31,34,0,1
8827,4483.69,22707,33,24,3,4
8828,3157.46,22708,49,65,1,2
8829,4862.16,22709,20,69,0,4
8830,5866.12,22710,36,30,3,0
8831,1053.83,22711,19,18,2,1
8832,9253.86,22712,43,20,3,3
8833,9809.59,22713,38,64,0,4
8834,6992.84,22714,49,57,1,1
8835,5711.62,22715,7,31,3,0
8836,4849.21,22716,25,28,2,0
8837,5747.41,22717,21,28,1,2
8838,5421.42,22718,4,19,2,3
8839,2785.19,22719,35,44,3,4
8840,9972.59,22720,29,36,2,0
8841,7898.04,22721,47,43,0,1
8842,2584.3,22722,6,29,1,5
8843,9139.81,22723,7,19,3,0
8844,5065.8,22724,0,44,3,1
8845,353.47,22725,34,59,0,3
8846,7403.53,22726,28,45,1,0
8847,8888.55,22727,7,49,1,5
8848,8140.54,22728,47,29,1,5
8849,151.92,22729,8,57,3,2
8850,2828.14,22730,16,50,1,3
8851,7024.98,22731,2,33,0,2
8852,6621.77,22732,7,44,3,0
8853,1437.8,22733,25,67,3,1
8854,4175.29,22734,28,23,2,3
8855,8725.21,22735,45,55,2,1
8856,2973.02,22736,0,58,2,0
8857,1284.31,22737,5,37,0,5
8858,7455.56,22738,12,63,1,3
8859,9753.84,22739,17,23,1,2
8860,2580.03,22740,5,64,1,1
8861,3816.25,22741,4,19,0,4
8862,1316.32,22742,42,29,1,5
8863,1577.92,22743,3,50,2,3
8864,5485.05,22744,26,62,3,3
8865,7041.85,22745,21,60,1,1
8866,8806.4,22746,8,62,1,5
8867,8057.76,22747,35,29,3,2
8868,755.55,22748,1,56,1,1
8869,8671.57,22749,16,43,2,2
8870,1052.25,22750,19,30,1,2
8871,6163.02,22751,13,64,1,4
8872,5628.22,22752,18,66,1,0
8873,3400.95,22753,29,50,1,0
8874,2522.26,22754,18,61,3,0
8875,50.8,22755,19,18,1,5
8876,741.61,22756,43,29,2,1
8877,6853.71,22757,28,45,2,2
8878,4375.0,22758,22,37,1,5
8879,6993.13,22759,42,66,2,2
8880,9192.87,22800,37,56,3,4
8881,1641.86,22801,14,59,2,4
8882,9097.09,22802,29,65,3,1
8883,8168.04,22803,22,27,2,2
8884,9721.97,22804,22,67,2,4
8885,7034.96,22805,33,53,1,0
8886,3048.82,22806,40,21,2,4
8887,4982.1,22807,16,32,0,2
8888,1734.52,22808,29,22,1,2
8889,8896.14,22809,30,40,0,2
8890,6373.38,22810,37,24,3,1
8891,3416.67,22811,15,58,0,1
8892,7154.17,22812,39,28,1,1
8893,7467.77,22813,43,28,1,4
8894,6963.87,22814,5,65,0,5
8895,651.5,22815,28,45,0,5
8896,5138.78,22816,48,38,1,5
8897,5016.86,22817,13,59,1,2
8898,1422.02,22818,24,68,3,5
8899,9652.26,22819,16,51,0,2
8900,2058.25,22820,33,23,2,3
8901,5263.34,22821,46,62,1,0
8902,5464.9,22822,13,68,0,3
8903,4835.96,22823,9,46,0,4
8904,3304.98,22824,6,47,2,3
8905,5471.09,22825,38,29,0,3
8906,8479.72,22826,28,55,0,2
8907,683.25,22827,39,59,0,2
8908,5226.34,22828,42,59,3,5
8909,3850.35,22829,14,29,2,1
8910,779.58,22830,23,40,3,4
8911,7315.56,22831,28,47,1,3
8912,6982.1,22832,47,51,1,3
8913,2561.62,22833,29,30,2,1
8914,6427.91,22834,35,45,3,1
8915,4014.13,22835,33,32,3,2
8916,4680.71,22836,24,44,3,5
8917,9795.62,22837,23,51,2,2
8918,5998.59,22838,34,24,2,0
8919,9724.94,22839,40,26,0,2
8920,9685.69,22840,9,32,2,0
8921,3920.24,22841,34,19,3,4
8922,7532.85,22842,41,38,3,5
8923,3252.43,22843,47,62,2,2
8924,4289.53,22844,10,32,3,1
8925,4443.79,22845,27,27,0,2
8926,2700.7,22846,27,38,2,2
8927,7752.69,22847,48,26,1,1
8928,3874.34,22848,15,45,0,3
8929,8837.1,22849,37,21,3,1
8930,5420.35,22850,43,20,0,0
8931,9710.94,22851,35,22,0,2
8932,8564.6,22852,48,58,1,5
8933,8582.22,22853,10,23,1,4
8934,4453.29,22854,9,52,1,2
8935,2021.29,22855,20,58,3,1
8936,8041.81,22856,19,24,3,4
8937,516.45,22857,46,29,3,4
8938,5434.6,22858,32,33,2,2
8939,5743.56,22859,37,19,2,0
8940,1415.68,22900,32,48,2,0
8941,845.9,22901,14,31,3,1
8942,4013.75,22902,8,51,0,1
8943,84.02,22903,48,51,2,5
8944,4192.76,22904,23,70,0,1
8945,3569.72,22905,46,53,3,5
8946,3193.37,22906,22,60,0,5
8947,4501.69,22907,0,21,3,0
8948,5070.61,22908,19,70,0,0
8949,9511.32,22909,16,22,1,4
8950,3312.13,22910,19,58,0,2
8951,6658.44,22911,1,27,0,0
8952,5232.16,22912,18,28,2,2
8953,3991.99,22913,18,23,1,1
8954,3284.5,22914,20,26,1,5
8955,7588.9,22915,28,34,1,5
8956,8885.79,22916,29,58,3,3
8957,3527.13,22917,16,30,2,2
8958,9912.07,22918,10,65,1,1
8959,1729.76,22919,13,67,1,0
8960,4707.9,22920,37,66,2,1
8961,2753.23,22921,14,61,2,4
8962,78.42,22922,7,68,2,4
8963,3870.28,22923,45,70,2,0
8964,4469.64,22924,35,44,0,2
8965,5214.98,22925,38,40,1,0
8966,8094.86,22926,18,26,0,4
8967,8085.48,22927,6,70,2,5
8968,8559.8,22928,25,24,3,2
8969,2918.79,22929,25,21,3,1
8970,584.32,22930,20,22,0,2
8971,722.2,22931,20,20,0,5
8972,3832.32,22932,16,46,0,0
8973,2560.99,22933,32,69,1,0
8974,1074.05,22934,34,58,1,2
8975,1759.5,22935,15,35,1,2
8976,2574.31,22936,34,39,3,1
8977,3032.34,22937,32,29,1,3
8978,696.42,22938,22,21,2,5
8979,5127.8,22939,2,64,0,5
8980,6120.11,22940,37,40,3,4
8981,9330.2,22941,6,63,1,4
8982,59.33,22942,9,21,0,3
8983,8018.74,22943,10,20,3,5
8984,8333.55,22944,45,55,3,5
8985,2023.89,22945,49,54,2,0
8986,4071.29,22946,6,23,3,2
8987,5348.76,22947,29,22,0,1
8988,4263.75,22948,47,56,3,3
8989,5130.46,22949,20,58,1,3
8990,2341.48,22950,3,64,2,2
8991,3189.59,22951,3,47,2,0
8992,4704.82,22952,17,25,1,3
8993,428.55,22953,20,38,0,4
8994,644.59,22954,9,50,2,4
8995,208.6,22955,26,19,2,0
8996,2459.05,22956,12,50,0,3
8997,1947.92,22957,34,69,1,2
8998,8820.15,22958,36,41,0,0
8999,2990.01,22959,47,58,0,5
9000,9366.73,23000,27,25,0,3
9001,1547.29,23001,36,23,1,2
9002,2129.49,23002,18,62,3,5
9003,6433.45,23003,47,22,2,0
9004,617.02,23004,12,38,3,1
9005,461.77,23005,17,19,2,0
9006,6939.93,23006,2,60,0,1
9007,7315.91,23007,29,62,1,5
9008,5410.17,23008,27,37,1,2
9009,7361.49,23009,6,24,2,5
9010,2241.15,23010,18,28,1,4
9011,9831.36,23011,5,70,0,2
9012,7770.82,23012,40,28,0,2
9013,2786.99,23013,14,64,3,1
9014,700.94,23014,28,39,3,5
9015,2698.46,23015,33,21,2,5
9016,5788.08,23016,37,22,3,0
9017,5842.98,23017,16,25,0,4
9018,4338.25,23018,43,28,2,0
9019,671.47,23019,5,50,0,2
9020,6077.95,23020,4,47,2,0
9021,5967.8,23021,46,67,0,1
9022,8681.39,23022,37,66,0,0
9023,9193.77,23023,16,39,2,2
9024,8954.29,23024,46,21,0,0
9025,8777.62,23025,35,51,1,2
9026,1357.95,23026,4,29,2,1
9027,2734.63,23027,44,43,1,5
9028,9900.43,23028,38,47,3,2
9029,5556.83,23029,4,69,1,5
